date, temp (C), RH (%), epoch time (s)
2018-03-08_094726,23.42,27.10,1520524046.263333
2018-03-08_094736,23.42,27.08,1520524056.263905
2018-03-08_094746,23.43,27.13,1520524066.264477
2018-03-08_094756,23.43,27.10,1520524076.265049
2018-03-08_094806,23.43,27.10,1520524086.265621
2018-03-08_094816,23.42,27.15,1520524096.266193
2018-03-08_094826,23.41,27.14,1520524106.266765
2018-03-08_094836,23.43,27.10,1520524116.267337
2018-03-08_094846,23.43,27.11,1520524126.267909
2018-03-08_094856,23.43,27.12,1520524136.268481
2018-03-08_094906,23.45,27.07,1520524146.269053
2018-03-08_094916,23.45,27.07,1520524156.269625
2018-03-08_094926,23.42,27.09,1520524166.270197
2018-03-08_094936,23.45,27.10,1520524176.270769
2018-03-08_094946,23.43,27.09,1520524186.271341
2018-03-08_094956,23.43,27.07,1520524196.271913
2018-03-08_095006,23.45,27.09,1520524206.272485
2018-03-08_095016,23.43,27.08,1520524216.273057
2018-03-08_095026,23.42,27.08,1520524226.273629
2018-03-08_095036,23.43,27.03,1520524236.274201
2018-03-08_095046,23.43,27.06,1520524246.274773
2018-03-08_095056,23.43,27.10,1520524256.275345
2018-03-08_095106,23.42,27.03,1520524266.275917
2018-03-08_095116,23.45,27.07,1520524276.276489
2018-03-08_095126,23.45,27.06,1520524286.277061
2018-03-08_095136,23.42,27.01,1520524296.277633
2018-03-08_095146,23.43,27.00,1520524306.278205
2018-03-08_095156,23.43,26.97,1520524316.278777
2018-03-08_095206,23.46,27.03,1520524326.279349
2018-03-08_095216,23.43,27.03,1520524336.279921
2018-03-08_095226,23.43,27.02,1520524346.280493
2018-03-08_095236,23.46,27.00,1520524356.281065
2018-03-08_095246,23.45,26.99,1520524366.281637
2018-03-08_095256,23.43,26.96,1520524376.282209
2018-03-08_095306,23.43,26.96,1520524386.282781
2018-03-08_095316,23.43,26.93,1520524396.283353
2018-03-08_095326,23.43,26.93,1520524406.283925
2018-03-08_095336,23.46,26.89,1520524416.284497
2018-03-08_095346,23.43,26.94,1520524426.285069
2018-03-08_095356,23.45,26.90,1520524436.285641
2018-03-08_095406,23.43,26.90,1520524446.286213
2018-03-08_095416,23.43,26.88,1520524456.286785
2018-03-08_095426,23.45,26.86,1520524466.287357
2018-03-08_095436,23.43,26.84,1520524476.287929
2018-03-08_095446,23.43,26.86,1520524486.288501
2018-03-08_095456,23.45,26.84,1520524496.289073
2018-03-08_095506,23.43,26.83,1520524506.289645
2018-03-08_095516,23.45,26.83,1520524516.290217
2018-03-08_095526,23.45,26.78,1520524526.290789
2018-03-08_095536,23.43,26.77,1520524536.291361
2018-03-08_095546,23.43,26.82,1520524546.291933
2018-03-08_095556,23.45,26.79,1520524556.292505
2018-03-08_095606,23.45,26.75,1520524566.293077
2018-03-08_095616,23.45,26.73,1520524576.293649
2018-03-08_095626,23.45,26.72,1520524586.294221
2018-03-08_095636,23.46,26.72,1520524596.294793
2018-03-08_095646,23.43,26.73,1520524606.295365
2018-03-08_095656,23.45,26.73,1520524616.295937
2018-03-08_095706,23.43,26.70,1520524626.296509
2018-03-08_095716,23.43,26.67,1520524636.297081
2018-03-08_095726,23.43,26.67,1520524646.297653
2018-03-08_095736,23.45,26.69,1520524656.298225
2018-03-08_095746,23.43,26.66,1520524666.298797
2018-03-08_095756,23.43,26.68,1520524676.299369
2018-03-08_095806,23.43,26.62,1520524686.299941
2018-03-08_095816,23.43,26.63,1520524696.300513
2018-03-08_095826,23.43,26.64,1520524706.301085
2018-03-08_095836,23.45,26.64,1520524716.301657
2018-03-08_095846,23.45,26.62,1520524726.302229
2018-03-08_095856,23.45,26.63,1520524736.302801
2018-03-08_095906,23.43,26.60,1520524746.303373
2018-03-08_095916,23.43,26.60,1520524756.303945
2018-03-08_095926,23.43,26.60,1520524766.304517
2018-03-08_095936,23.41,26.57,1520524776.305089
2018-03-08_095946,23.43,26.55,1520524786.305661
2018-03-08_095956,23.42,26.54,1520524796.306233
2018-03-08_100006,23.43,26.53,1520524806.306805
2018-03-08_100016,23.41,26.53,1520524816.307377
2018-03-08_100026,23.45,26.55,1520524826.307949
2018-03-08_100036,23.41,26.54,1520524836.308521
2018-03-08_100046,23.43,26.55,1520524846.309093
2018-03-08_100056,23.43,26.52,1520524856.309665
2018-03-08_100106,23.43,26.49,1520524866.310237
2018-03-08_100116,23.42,26.49,1520524876.310809
2018-03-08_100126,23.45,26.52,1520524886.311381
2018-03-08_100136,23.42,26.49,1520524896.311953
2018-03-08_100146,23.46,26.50,1520524906.312525
2018-03-08_100156,23.43,26.46,1520524916.313097
2018-03-08_100206,23.43,26.49,1520524926.313669
2018-03-08_100216,23.43,26.46,1520524936.314241
2018-03-08_100226,23.45,26.46,1520524946.314813
2018-03-08_100236,23.43,26.45,1520524956.315385
2018-03-08_100246,23.43,26.45,1520524966.315957
2018-03-08_100256,23.45,26.46,1520524976.316529
2018-03-08_100306,23.45,26.42,1520524986.317101
2018-03-08_100316,23.42,26.39,1520524996.317673
2018-03-08_100326,23.42,26.37,1520525006.318245
2018-03-08_100336,23.45,26.43,1520525016.318817
2018-03-08_100346,23.45,26.35,1520525026.319389
2018-03-08_100356,23.43,26.39,1520525036.319961
2018-03-08_100406,23.45,26.33,1520525046.320533
2018-03-08_100416,23.46,26.32,1520525056.321105
2018-03-08_100426,23.43,26.32,1520525066.321677
2018-03-08_100436,23.43,26.33,1520525076.322249
2018-03-08_100446,23.43,26.35,1520525086.322821
2018-03-08_100456,23.43,26.31,1520525096.323393
2018-03-08_100506,23.46,26.32,1520525106.323965
2018-03-08_100516,23.45,26.35,1520525116.324537
2018-03-08_100526,23.45,26.28,1520525126.325109
2018-03-08_100536,23.43,26.26,1520525136.325681
2018-03-08_100546,23.43,26.26,1520525146.326253
2018-03-08_100556,23.45,26.31,1520525156.326825
2018-03-08_100606,23.43,26.29,1520525166.327397
2018-03-08_100616,23.45,26.23,1520525176.327969
2018-03-08_100626,23.42,26.26,1520525186.328541
2018-03-08_100636,23.45,26.26,1520525196.329113
2018-03-08_100646,23.42,26.18,1520525206.329685
2018-03-08_100656,23.43,26.26,1520525216.330257
2018-03-08_100706,23.43,26.19,1520525226.330829
2018-03-08_100716,23.43,26.21,1520525236.331401
2018-03-08_100726,23.45,26.19,1520525246.331973
2018-03-08_100736,23.43,26.22,1520525256.332545
2018-03-08_100746,23.43,26.22,1520525266.333117
2018-03-08_100756,23.42,26.19,1520525276.333689
2018-03-08_100806,23.43,26.16,1520525286.334261
2018-03-08_100816,23.43,26.16,1520525296.334833
2018-03-08_100826,23.43,26.13,1520525306.335405
2018-03-08_100836,23.43,26.09,1520525316.335977
2018-03-08_100846,23.43,26.19,1520525326.336549
2018-03-08_100856,23.45,26.15,1520525336.337121
2018-03-08_100906,23.45,26.15,1520525346.337693
2018-03-08_100916,23.46,26.12,1520525356.338265
2018-03-08_100926,23.42,26.13,1520525366.338837
2018-03-08_100936,23.45,26.13,1520525376.339409
2018-03-08_100946,23.45,26.13,1520525386.339981
2018-03-08_100956,23.42,26.13,1520525396.340553
2018-03-08_101006,23.43,26.09,1520525406.341125
2018-03-08_101016,23.43,26.11,1520525416.341697
2018-03-08_101026,23.43,26.11,1520525426.342269
2018-03-08_101036,23.42,26.13,1520525436.342841
2018-03-08_101046,23.45,26.09,1520525446.343413
2018-03-08_101056,23.45,26.12,1520525456.343985
2018-03-08_101106,23.43,26.06,1520525466.344557
2018-03-08_101116,23.43,26.09,1520525476.345129
2018-03-08_101126,23.45,26.08,1520525486.345701
2018-03-08_101136,23.45,26.08,1520525496.346273
2018-03-08_101146,23.43,26.06,1520525506.346845
2018-03-08_101156,23.43,26.06,1520525516.347417
2018-03-08_101206,23.45,26.03,1520525526.347989
2018-03-08_101216,23.43,26.02,1520525536.348561
2018-03-08_101226,23.45,26.06,1520525546.349133
2018-03-08_101236,23.43,26.09,1520525556.349705
2018-03-08_101246,23.43,26.07,1520525566.350277
2018-03-08_101256,23.42,26.08,1520525576.350849
2018-03-08_101306,23.43,26.08,1520525586.351421
2018-03-08_101316,23.42,26.08,1520525596.351993
2018-03-08_101326,23.42,26.12,1520525606.352565
2018-03-08_101336,23.45,26.09,1520525616.353137
2018-03-08_101346,23.43,26.14,1520525626.353709
2018-03-08_101356,23.43,26.12,1520525636.354281
2018-03-08_101406,23.45,26.15,1520525646.354853
2018-03-08_101416,23.43,26.12,1520525656.355425
2018-03-08_101426,23.42,26.16,1520525666.355997
2018-03-08_101436,23.43,26.12,1520525676.356569
2018-03-08_101446,23.45,26.19,1520525686.357141
2018-03-08_101456,23.45,26.18,1520525696.357713
2018-03-08_101506,23.42,26.18,1520525706.358285
2018-03-08_101516,23.42,26.19,1520525716.358857
2018-03-08_101526,23.45,26.15,1520525726.359429
2018-03-08_101536,23.43,26.18,1520525736.360001
2018-03-08_101546,23.42,26.18,1520525746.360573
2018-03-08_101556,23.46,26.20,1520525756.361145
2018-03-08_101606,23.45,26.18,1520525766.361717
2018-03-08_101616,23.46,26.25,1520525776.362289
2018-03-08_101626,23.45,26.21,1520525786.362861
2018-03-08_101636,23.46,26.22,1520525796.363433
2018-03-08_101646,23.46,26.23,1520525806.364005
2018-03-08_101656,23.43,26.20,1520525816.364577
2018-03-08_101706,23.43,26.19,1520525826.365149
2018-03-08_101716,23.43,26.25,1520525836.365721
2018-03-08_101726,23.45,26.23,1520525846.366293
2018-03-08_101736,23.45,26.26,1520525856.366865
2018-03-08_101746,23.45,26.28,1520525866.367437
2018-03-08_101756,23.46,26.26,1520525876.368009
2018-03-08_101806,23.45,26.25,1520525886.368581
2018-03-08_101816,23.45,26.29,1520525896.369153
2018-03-08_101826,23.45,26.23,1520525906.369725
2018-03-08_101836,23.46,26.29,1520525916.370297
2018-03-08_101846,23.43,26.31,1520525926.370869
2018-03-08_101856,23.45,26.31,1520525936.371441
2018-03-08_101906,23.46,26.34,1520525946.372013
2018-03-08_101916,23.45,26.36,1520525956.372585
2018-03-08_101926,23.43,26.34,1520525966.373157
2018-03-08_101936,23.48,26.37,1520525976.373729
2018-03-08_101946,23.43,26.41,1520525986.374301
2018-03-08_101956,23.45,26.39,1520525996.374873
2018-03-08_102006,23.48,26.38,1520526006.375445
2018-03-08_102016,23.45,26.39,1520526016.376017
2018-03-08_102026,23.46,26.39,1520526026.376589
2018-03-08_102036,23.46,26.42,1520526036.377161
2018-03-08_102046,23.45,26.41,1520526046.377733
2018-03-08_102056,23.46,26.43,1520526056.378305
2018-03-08_102106,23.46,26.49,1520526066.378877
2018-03-08_102116,23.45,26.46,1520526076.379449
2018-03-08_102126,23.45,26.52,1520526086.380021
2018-03-08_102136,23.43,26.50,1520526096.380593
2018-03-08_102146,23.45,26.50,1520526106.381165
2018-03-08_102156,23.45,26.52,1520526116.381737
2018-03-08_102206,23.49,26.52,1520526126.382309
2018-03-08_102216,23.46,26.55,1520526136.382881
2018-03-08_102226,23.46,26.55,1520526146.383453
2018-03-08_102236,23.45,26.55,1520526156.384025
2018-03-08_102246,23.46,26.55,1520526166.384597
2018-03-08_102256,23.45,26.56,1520526176.385169
2018-03-08_102306,23.46,26.55,1520526186.385741
2018-03-08_102316,23.46,26.56,1520526196.386313
2018-03-08_102326,23.46,26.58,1520526206.386885
2018-03-08_102336,23.46,26.58,1520526216.387457
2018-03-08_102346,23.48,26.55,1520526226.388029
2018-03-08_102356,23.46,26.60,1520526236.388601
2018-03-08_102406,23.46,26.58,1520526246.389173
2018-03-08_102416,23.46,26.60,1520526256.389745
2018-03-08_102426,23.48,26.62,1520526266.390317
2018-03-08_102436,23.45,26.62,1520526276.390889
2018-03-08_102446,23.46,26.63,1520526286.391461
2018-03-08_102456,23.48,26.63,1520526296.392033
2018-03-08_102506,23.48,26.60,1520526306.392605
2018-03-08_102516,23.45,26.65,1520526316.393177
2018-03-08_102526,23.48,26.66,1520526326.393749
2018-03-08_102536,23.48,26.63,1520526336.394321
2018-03-08_102546,23.46,26.69,1520526346.394893
2018-03-08_102556,23.46,26.68,1520526356.395465
2018-03-08_102606,23.45,26.69,1520526366.396037
2018-03-08_102616,23.46,26.70,1520526376.396609
2018-03-08_102626,23.48,26.69,1520526386.397181
2018-03-08_102636,23.48,26.72,1520526396.397753
2018-03-08_102646,23.45,26.69,1520526406.398325
2018-03-08_102656,23.45,26.73,1520526416.398897
2018-03-08_102706,23.48,26.75,1520526426.399469
2018-03-08_102716,23.46,26.78,1520526436.400041
2018-03-08_102726,23.48,26.73,1520526446.400613
2018-03-08_102736,23.48,26.79,1520526456.401185
2018-03-08_102746,23.46,26.79,1520526466.401757
2018-03-08_102756,23.49,26.79,1520526476.402329
2018-03-08_102806,23.48,26.76,1520526486.402901
2018-03-08_102816,23.46,26.82,1520526496.403473
2018-03-08_102826,23.48,26.83,1520526506.404045
2018-03-08_102836,23.46,26.80,1520526516.404617
2018-03-08_102846,23.48,26.81,1520526526.405189
2018-03-08_102856,23.46,26.83,1520526536.405761
2018-03-08_102906,23.46,26.86,1520526546.406333
2018-03-08_102916,23.46,26.82,1520526556.406905
2018-03-08_102926,23.48,26.84,1520526566.407477
2018-03-08_102936,23.48,26.83,1520526576.408049
2018-03-08_102946,23.46,26.84,1520526586.408621
2018-03-08_102956,23.45,26.87,1520526596.409193
2018-03-08_103006,23.46,26.85,1520526606.409765
2018-03-08_103016,23.48,26.90,1520526616.410337
2018-03-08_103026,23.46,26.89,1520526626.410909
2018-03-08_103036,23.45,26.88,1520526636.411481
2018-03-08_103046,23.46,26.86,1520526646.412053
2018-03-08_103056,23.48,26.93,1520526656.412625
2018-03-08_103106,23.48,26.86,1520526666.413197
2018-03-08_103116,23.45,26.92,1520526676.413769
2018-03-08_103126,23.46,26.90,1520526686.414341
2018-03-08_103136,23.48,26.93,1520526696.414913
2018-03-08_103146,23.45,26.93,1520526706.415485
2018-03-08_103156,23.46,26.90,1520526716.416057
2018-03-08_103206,23.48,26.90,1520526726.416629
2018-03-08_103216,23.49,26.94,1520526736.417201
2018-03-08_103226,23.48,26.93,1520526746.417773
2018-03-08_103236,23.46,26.96,1520526756.418345
2018-03-08_103246,23.45,26.97,1520526766.418917
