date, temp (C), RH (%), epoch time (s)
2018-04-10_111558,24.03,24.54,1523376958.8393805
2018-04-10_111608,24.03,24.52,1523376968.8393946
2018-04-10_111618,24.03,24.46,1523376978.8394084
2018-04-10_111628,24.04,24.53,1523376988.8394225
2018-04-10_111638,24.03,24.49,1523376998.8394365
2018-04-10_111648,24.00,24.51,1523377008.8394506
2018-04-10_111658,24.01,24.51,1523377018.8394644
2018-04-10_111708,24.01,24.53,1523377028.8394785
2018-04-10_111718,24.03,24.56,1523377038.8394926
2018-04-10_111728,24.03,24.53,1523377048.8395064
2018-04-10_111738,24.01,24.53,1523377058.8395205
2018-04-10_111748,24.01,24.55,1523377068.8395345
2018-04-10_111758,24.01,24.55,1523377078.8395483
2018-04-10_111808,24.01,24.59,1523377088.8395624
2018-04-10_111818,24.04,24.56,1523377098.8395765
2018-04-10_111828,24.00,24.55,1523377108.8395903
2018-04-10_111838,24.00,24.57,1523377118.8396044
2018-04-10_111848,24.01,24.57,1523377128.8396184
2018-04-10_111858,24.00,24.56,1523377138.8396323
2018-04-10_111908,24.01,24.55,1523377148.8396466
2018-04-10_111918,24.00,24.55,1523377158.8396606
2018-04-10_111928,23.99,24.56,1523377168.8396747
2018-04-10_111938,24.01,24.57,1523377178.8396885
2018-04-10_111948,24.00,24.60,1523377188.8397026
2018-04-10_111958,24.03,24.57,1523377198.8397167
2018-04-10_112008,24.01,24.63,1523377208.8397305
2018-04-10_112018,24.00,24.59,1523377218.8397446
2018-04-10_112028,23.99,24.63,1523377228.8397586
2018-04-10_112038,24.01,24.61,1523377238.8397725
2018-04-10_112048,24.01,24.62,1523377248.8397865
2018-04-10_112058,23.99,24.62,1523377258.8398006
2018-04-10_112108,24.00,24.63,1523377268.8398144
2018-04-10_112118,24.00,24.64,1523377278.8398285
2018-04-10_112128,23.97,24.64,1523377288.8398426
2018-04-10_112138,23.96,24.61,1523377298.8398564
2018-04-10_112148,24.00,24.63,1523377308.8398705
2018-04-10_112158,23.97,24.66,1523377318.8398845
2018-04-10_112208,23.99,24.68,1523377328.8398986
2018-04-10_112218,23.99,24.61,1523377338.8399124
2018-04-10_112228,23.99,24.61,1523377348.8399265
2018-04-10_112238,24.00,24.67,1523377358.8399405
2018-04-10_112248,23.99,24.67,1523377368.8399544
2018-04-10_112258,23.99,24.63,1523377378.8399684
2018-04-10_112308,23.97,24.66,1523377388.8399825
2018-04-10_112318,23.99,24.64,1523377398.8399963
2018-04-10_112328,23.97,24.67,1523377408.8400104
2018-04-10_112338,24.00,24.66,1523377418.8400245
2018-04-10_112348,23.97,24.70,1523377428.8400383
2018-04-10_112358,23.99,24.67,1523377438.8400524
2018-04-10_112408,23.97,24.66,1523377448.8400667
2018-04-10_112418,24.00,24.64,1523377458.8400805
2018-04-10_112428,23.97,24.67,1523377468.8400946
2018-04-10_112438,23.97,24.70,1523377478.8401086
2018-04-10_112448,24.00,24.68,1523377488.8401227
2018-04-10_112458,23.97,24.67,1523377498.8401365
2018-04-10_112508,23.94,24.63,1523377508.8401506
2018-04-10_112518,23.97,24.67,1523377518.8401647
2018-04-10_112528,24.00,24.64,1523377528.8401785
2018-04-10_112538,23.97,24.63,1523377538.8401926
2018-04-10_112548,23.99,24.66,1523377548.8402066
2018-04-10_112558,23.97,24.61,1523377558.8402205
2018-04-10_112608,23.97,24.65,1523377568.8402345
2018-04-10_112618,23.96,24.61,1523377578.8402486
2018-04-10_112628,23.97,24.65,1523377588.8402624
2018-04-10_112638,23.94,24.68,1523377598.8402765
2018-04-10_112648,23.94,24.63,1523377608.8402905
2018-04-10_112658,23.96,24.65,1523377618.8403044
2018-04-10_112708,23.93,24.67,1523377628.8403184
2018-04-10_112718,23.96,24.67,1523377638.8403325
2018-04-10_112728,23.96,24.66,1523377648.8403466
2018-04-10_112738,23.99,24.69,1523377658.8403604
2018-04-10_112748,23.97,24.63,1523377668.8403745
2018-04-10_112758,23.97,24.60,1523377678.8403885
2018-04-10_112808,23.99,24.63,1523377688.8404024
2018-04-10_112818,23.96,24.63,1523377698.8404164
2018-04-10_112828,23.94,24.61,1523377708.8404305
2018-04-10_112838,23.97,24.65,1523377718.8404443
2018-04-10_112848,23.94,24.67,1523377728.8404584
2018-04-10_112858,23.99,24.61,1523377738.8404725
2018-04-10_112908,23.93,24.60,1523377748.8404863
2018-04-10_112918,23.94,24.64,1523377758.8405006
2018-04-10_112928,23.94,24.60,1523377768.8405147
2018-04-10_112938,23.94,24.57,1523377778.8405285
2018-04-10_112948,23.96,24.60,1523377788.8405426
2018-04-10_112958,23.94,24.57,1523377798.8405566
2018-04-10_113008,23.96,24.57,1523377808.8405707
2018-04-10_113018,23.94,24.56,1523377818.8405845
2018-04-10_113028,23.93,24.60,1523377828.8405986
2018-04-10_113038,23.94,24.60,1523377838.8406126
2018-04-10_113048,23.93,24.54,1523377848.8406265
2018-04-10_113058,23.91,24.54,1523377858.8406405
2018-04-10_113108,23.90,24.51,1523377868.8406546
2018-04-10_113118,23.96,24.54,1523377878.8406684
2018-04-10_113128,23.93,24.52,1523377888.8406825
2018-04-10_113138,23.93,24.55,1523377898.8406966
2018-04-10_113148,23.94,24.53,1523377908.8407104
2018-04-10_113158,23.94,24.53,1523377918.8407245
2018-04-10_113208,23.94,24.52,1523377928.8407385
2018-04-10_113218,23.96,24.52,1523377938.8407524
2018-04-10_113228,23.93,24.50,1523377948.8407664
2018-04-10_113238,23.93,24.54,1523377958.8407805
2018-04-10_113248,23.91,24.47,1523377968.8407946
2018-04-10_113258,23.94,24.54,1523377978.8408084
2018-04-10_113308,23.94,24.50,1523377988.8408225
2018-04-10_113318,23.93,24.49,1523377998.8408365
2018-04-10_113328,23.90,24.47,1523378008.8408504
2018-04-10_113338,23.93,24.44,1523378018.8408644
2018-04-10_113348,23.90,24.49,1523378028.8408785
2018-04-10_113358,23.91,24.44,1523378038.8408923
2018-04-10_113408,23.94,24.43,1523378048.8409064
2018-04-10_113418,23.91,24.46,1523378058.8409207
2018-04-10_113428,23.93,24.46,1523378068.8409345
2018-04-10_113438,23.91,24.46,1523378078.8409486
2018-04-10_113448,23.89,24.41,1523378088.8409626
2018-04-10_113458,23.91,24.43,1523378098.8409765
2018-04-10_113508,23.90,24.47,1523378108.8409905
2018-04-10_113518,23.91,24.43,1523378118.8410046
2018-04-10_113528,23.90,24.42,1523378128.8410187
2018-04-10_113538,23.90,24.40,1523378138.8410325
2018-04-10_113548,23.90,24.39,1523378148.8410466
2018-04-10_113558,23.90,24.39,1523378158.8410606
2018-04-10_113608,23.89,24.39,1523378168.8410745
2018-04-10_113618,23.87,24.35,1523378178.8410885
2018-04-10_113628,23.90,24.33,1523378188.8411026
2018-04-10_113638,23.90,24.36,1523378198.8411164
2018-04-10_113648,23.90,24.35,1523378208.8411305
2018-04-10_113658,23.89,24.37,1523378218.8411446
2018-04-10_113708,23.89,24.35,1523378228.8411584
2018-04-10_113718,23.89,24.32,1523378238.8411725
2018-04-10_113728,23.87,24.32,1523378248.8411865
2018-04-10_113738,23.89,24.28,1523378258.8412004
2018-04-10_113748,23.86,24.28,1523378268.8412144
2018-04-10_113758,23.87,24.26,1523378278.8412285
2018-04-10_113808,23.89,24.28,1523378288.8412426
2018-04-10_113818,23.90,24.32,1523378298.8412564
2018-04-10_113828,23.87,24.29,1523378308.8412704
2018-04-10_113838,23.87,24.32,1523378318.8412845
2018-04-10_113848,23.84,24.26,1523378328.8412983
2018-04-10_113858,23.86,24.25,1523378338.8413124
2018-04-10_113908,23.86,24.25,1523378348.8413265
2018-04-10_113918,23.89,24.21,1523378358.8413403
2018-04-10_113928,23.87,24.22,1523378368.8413546
2018-04-10_113938,23.84,24.24,1523378378.8413687
2018-04-10_113948,23.86,24.19,1523378388.8413825
2018-04-10_113958,23.84,24.18,1523378398.8413966
2018-04-10_114008,23.86,24.24,1523378408.8414106
2018-04-10_114018,23.86,24.19,1523378418.8414245
2018-04-10_114028,23.87,24.19,1523378428.8414385
2018-04-10_114038,23.84,24.15,1523378438.8414526
2018-04-10_114048,23.84,24.12,1523378448.8414667
2018-04-10_114058,23.86,24.15,1523378458.8414805
2018-04-10_114108,23.86,24.16,1523378468.8414946
2018-04-10_114118,23.84,24.14,1523378478.8415086
2018-04-10_114128,23.86,24.10,1523378488.8415225
2018-04-10_114138,23.84,24.12,1523378498.8415365
2018-04-10_114148,23.86,24.11,1523378508.8415506
2018-04-10_114158,23.84,24.11,1523378518.8415644
2018-04-10_114208,23.84,24.08,1523378528.8415785
2018-04-10_114218,23.83,24.09,1523378538.8415926
2018-04-10_114228,23.83,24.07,1523378548.8416064
2018-04-10_114238,23.86,24.07,1523378558.8416204
2018-04-10_114248,23.86,24.04,1523378568.8416345
2018-04-10_114258,23.84,24.08,1523378578.8416483
2018-04-10_114308,23.83,24.04,1523378588.8416624
2018-04-10_114318,23.83,23.98,1523378598.8416765
2018-04-10_114328,23.82,24.02,1523378608.8416905
2018-04-10_114338,23.83,24.05,1523378618.8417044
2018-04-10_114348,23.83,24.04,1523378628.8417184
2018-04-10_114358,23.82,24.01,1523378638.8417325
2018-04-10_114408,23.82,24.04,1523378648.8417463
2018-04-10_114418,23.82,24.00,1523378658.8417604
2018-04-10_114428,23.83,23.98,1523378668.8417747
2018-04-10_114438,23.82,24.07,1523378678.8417885
2018-04-10_114448,23.83,24.01,1523378688.8418026
2018-04-10_114458,23.80,24.01,1523378698.8418167
2018-04-10_114508,23.82,23.97,1523378708.8418305
2018-04-10_114518,23.80,24.00,1523378718.8418446
2018-04-10_114528,23.80,24.00,1523378728.8418586
2018-04-10_114538,23.80,24.01,1523378738.8418725
2018-04-10_114548,23.79,23.97,1523378748.8418865
2018-04-10_114558,23.82,24.00,1523378758.8419006
2018-04-10_114608,23.79,23.98,1523378768.8419147
2018-04-10_114618,23.80,23.96,1523378778.8419285
2018-04-10_114628,23.79,23.92,1523378788.8419425
2018-04-10_114638,23.77,23.94,1523378798.8419566
2018-04-10_114648,23.79,24.00,1523378808.8419704
2018-04-10_114658,23.79,23.96,1523378818.8419845
2018-04-10_114708,23.79,23.96,1523378828.8419986
2018-04-10_114718,23.79,23.94,1523378838.8420124
2018-04-10_114728,23.79,23.97,1523378848.8420265
2018-04-10_114738,23.80,23.93,1523378858.8420405
2018-04-10_114748,23.79,24.00,1523378868.8420544
2018-04-10_114758,23.79,24.00,1523378878.8420684
2018-04-10_114808,23.77,23.97,1523378888.8420825
2018-04-10_114818,23.76,24.00,1523378898.8420963
2018-04-10_114828,23.77,23.92,1523378908.8421104
2018-04-10_114838,23.76,23.93,1523378918.8421245
2018-04-10_114848,23.77,23.97,1523378928.8421385
2018-04-10_114858,23.79,23.98,1523378938.8421524
2018-04-10_114908,23.76,23.97,1523378948.8421664
2018-04-10_114918,23.74,23.95,1523378958.8421805
2018-04-10_114928,23.79,23.94,1523378968.8421943
2018-04-10_114938,23.76,23.91,1523378978.8422086
2018-04-10_114948,23.77,23.97,1523378988.8422227
2018-04-10_114958,23.79,23.97,1523378998.8422365
2018-04-10_115008,23.77,23.96,1523379008.8422506
2018-04-10_115018,23.76,23.98,1523379018.8422647
2018-04-10_115028,23.76,23.95,1523379028.8422785
2018-04-10_115038,23.76,23.94,1523379038.8422925
2018-04-10_115048,23.76,23.94,1523379048.8423066
2018-04-10_115058,23.74,23.94,1523379058.8423204
2018-04-10_115108,23.76,23.95,1523379068.8423345
2018-04-10_115118,23.74,23.96,1523379078.8423486
2018-04-10_115128,23.74,23.95,1523379088.8423626
2018-04-10_115138,23.74,23.96,1523379098.8423765
2018-04-10_115148,23.76,23.99,1523379108.8423905
2018-04-10_115158,23.74,23.99,1523379118.8424046
2018-04-10_115208,23.73,24.01,1523379128.8424184
2018-04-10_115218,23.74,24.02,1523379138.8424325
2018-04-10_115228,23.76,24.02,1523379148.8424466
2018-04-10_115238,23.74,24.01,1523379158.8424604
2018-04-10_115248,23.74,24.02,1523379168.8424745
2018-04-10_115258,23.73,24.03,1523379178.8424885
2018-04-10_115308,23.73,24.01,1523379188.8425024
2018-04-10_115318,23.76,24.03,1523379198.8425164
2018-04-10_115328,23.74,24.07,1523379208.8425305
2018-04-10_115338,23.72,24.05,1523379218.8425443
2018-04-10_115348,23.72,24.03,1523379228.8425584
2018-04-10_115358,23.72,24.06,1523379238.8425725
2018-04-10_115408,23.73,24.06,1523379248.8425865
2018-04-10_115418,23.73,24.07,1523379258.8426003
2018-04-10_115428,23.72,24.10,1523379268.8426144
2018-04-10_115438,23.73,24.07,1523379278.8426287
2018-04-10_115448,23.72,24.13,1523379288.8426425
2018-04-10_115458,23.70,24.14,1523379298.8426566
2018-04-10_115508,23.72,24.14,1523379308.8426707
2018-04-10_115518,23.72,24.14,1523379318.8426845
2018-04-10_115528,23.72,24.13,1523379328.8426986
2018-04-10_115538,23.72,24.13,1523379338.8427126
2018-04-10_115548,23.73,24.17,1523379348.8427265
2018-04-10_115558,23.72,24.14,1523379358.8427405
2018-04-10_115608,23.73,24.19,1523379368.8427546
2018-04-10_115618,23.72,24.17,1523379378.8427684
2018-04-10_115628,23.72,24.15,1523379388.8427825
2018-04-10_115638,23.73,24.21,1523379398.8427966
2018-04-10_115648,23.73,24.24,1523379408.8428106
2018-04-10_115658,23.72,24.22,1523379418.8428245
2018-04-10_115708,23.73,24.28,1523379428.8428385
2018-04-10_115718,23.70,24.24,1523379438.8428526
2018-04-10_115728,23.72,24.24,1523379448.8428664
2018-04-10_115738,23.72,24.21,1523379458.8428805
2018-04-10_115748,23.72,24.28,1523379468.8428946
2018-04-10_115758,23.72,24.28,1523379478.8429084
2018-04-10_115808,23.72,24.27,1523379488.8429224
2018-04-10_115818,23.72,24.27,1523379498.8429365
2018-04-10_115828,23.70,24.29,1523379508.8429503
2018-04-10_115838,23.72,24.29,1523379518.8429644
2018-04-10_115848,23.73,24.27,1523379528.8429785
2018-04-10_115858,23.72,24.32,1523379538.8429923
2018-04-10_115908,23.72,24.30,1523379548.8430064
2018-04-10_115918,23.72,24.35,1523379558.8430204
2018-04-10_115928,23.72,24.36,1523379568.8430345
2018-04-10_115938,23.72,24.36,1523379578.8430483
2018-04-10_115948,23.72,24.32,1523379588.8430626
2018-04-10_115958,23.73,24.40,1523379598.8430767
2018-04-10_120008,23.73,24.39,1523379608.8430905
2018-04-10_120018,23.72,24.41,1523379618.8431046
2018-04-10_120028,23.72,24.43,1523379628.8431187
2018-04-10_120038,23.73,24.42,1523379638.8431325
2018-04-10_120048,23.73,24.40,1523379648.8431466
2018-04-10_120058,23.72,24.40,1523379658.8431606
2018-04-10_120108,23.70,24.44,1523379668.8431745
2018-04-10_120118,23.73,24.47,1523379678.8431885
2018-04-10_120128,23.73,24.47,1523379688.8432026
2018-04-10_120138,23.72,24.47,1523379698.8432164
2018-04-10_120148,23.72,24.43,1523379708.8432305
2018-04-10_120158,23.72,24.44,1523379718.8432446
2018-04-10_120208,23.73,24.47,1523379728.8432586
2018-04-10_120218,23.73,24.49,1523379738.8432724
2018-04-10_120228,23.70,24.49,1523379748.8432865
2018-04-10_120238,23.73,24.51,1523379758.8433006
2018-04-10_120248,23.72,24.51,1523379768.8433144
2018-04-10_120258,23.72,24.57,1523379778.8433285
2018-04-10_120308,23.72,24.53,1523379788.8433425
2018-04-10_120318,23.72,24.57,1523379798.8433564
2018-04-10_120328,23.73,24.53,1523379808.8433704
2018-04-10_120338,23.72,24.58,1523379818.8433845
2018-04-10_120348,23.72,24.60,1523379828.8433983
2018-04-10_120358,23.72,24.59,1523379838.8434124
2018-04-10_120408,23.74,24.57,1523379848.8434265
2018-04-10_120418,23.70,24.57,1523379858.8434403
2018-04-10_120428,23.70,24.62,1523379868.8434544
2018-04-10_120438,23.72,24.62,1523379878.8434684
2018-04-10_120448,23.72,24.61,1523379888.8434827
2018-04-10_120458,23.72,24.60,1523379898.8434966
2018-04-10_120508,23.73,24.63,1523379908.8435106
2018-04-10_120518,23.72,24.67,1523379918.8435247
2018-04-10_120528,23.73,24.58,1523379928.8435385
2018-04-10_120538,23.72,24.65,1523379938.8435526
2018-04-10_120548,23.70,24.66,1523379948.8435667
2018-04-10_120558,23.70,24.69,1523379958.8435805
2018-04-10_120608,23.70,24.68,1523379968.8435946
2018-04-10_120618,23.70,24.68,1523379978.8436086
2018-04-10_120628,23.72,24.63,1523379988.8436224
2018-04-10_120638,23.72,24.72,1523379998.8436365
2018-04-10_120648,23.70,24.69,1523380008.8436506
2018-04-10_120658,23.72,24.73,1523380018.8436644
2018-04-10_120708,23.70,24.68,1523380028.8436785
2018-04-10_120718,23.72,24.72,1523380038.8436925
2018-04-10_120728,23.72,24.72,1523380048.8437066
2018-04-10_120738,23.70,24.76,1523380058.8437204
2018-04-10_120748,23.72,24.80,1523380068.8437345
2018-04-10_120758,23.70,24.71,1523380078.8437486
2018-04-10_120808,23.73,24.76,1523380088.8437624
2018-04-10_120818,23.72,24.75,1523380098.8437765
2018-04-10_120828,23.70,24.76,1523380108.8437905
2018-04-10_120838,23.72,24.79,1523380118.8438044
2018-04-10_120848,23.70,24.77,1523380128.8438184
2018-04-10_120858,23.73,24.77,1523380138.8438325
2018-04-10_120908,23.73,24.77,1523380148.8438463
2018-04-10_120918,23.73,24.80,1523380158.8438604
2018-04-10_120928,23.72,24.77,1523380168.8438745
2018-04-10_120938,23.72,24.77,1523380178.8438883
2018-04-10_120948,23.72,24.77,1523380188.8439023
2018-04-10_120958,23.72,24.76,1523380198.8439167
2018-04-10_121008,23.70,24.80,1523380208.8439307
2018-04-10_121018,23.73,24.80,1523380218.8439445
2018-04-10_121028,23.72,24.80,1523380228.8439586
2018-04-10_121038,23.70,24.77,1523380238.8439727
2018-04-10_121048,23.70,24.77,1523380248.8439865
2018-04-10_121058,23.70,24.82,1523380258.8440006
2018-04-10_121108,23.72,24.79,1523380268.8440146
2018-04-10_121118,23.67,24.76,1523380278.8440285
2018-04-10_121128,23.70,24.79,1523380288.8440425
2018-04-10_121138,23.70,24.79,1523380298.8440566
2018-04-10_121148,23.72,24.76,1523380308.8440704
2018-04-10_121158,23.70,24.83,1523380318.8440845
2018-04-10_121208,23.70,24.76,1523380328.8440986
2018-04-10_121218,23.72,24.79,1523380338.8441124
2018-04-10_121228,23.72,24.79,1523380348.8441265
2018-04-10_121238,23.69,24.84,1523380358.8441405
2018-04-10_121248,23.70,24.79,1523380368.8441546
2018-04-10_121258,23.69,24.77,1523380378.8441684
2018-04-10_121308,23.70,24.73,1523380388.8441825
2018-04-10_121318,23.70,24.76,1523380398.8441966
2018-04-10_121328,23.70,24.74,1523380408.8442104
2018-04-10_121338,23.70,24.76,1523380418.8442245
2018-04-10_121348,23.72,24.79,1523380428.8442385
2018-04-10_121358,23.72,24.76,1523380438.8442523
2018-04-10_121408,23.70,24.79,1523380448.8442664
2018-04-10_121418,23.70,24.77,1523380458.8442805
2018-04-10_121428,23.73,24.77,1523380468.8442943
2018-04-10_121438,23.70,24.75,1523380478.8443084
2018-04-10_121448,23.72,24.71,1523380488.8443224
2018-04-10_121458,23.72,24.72,1523380498.8443363
2018-04-10_121508,23.70,24.77,1523380508.8443506
2018-04-10_121518,23.72,24.73,1523380518.8443646
2018-04-10_121528,23.72,24.70,1523380528.8443787
2018-04-10_121538,23.72,24.71,1523380538.8443925
2018-04-10_121548,23.70,24.76,1523380548.8444066
2018-04-10_121558,23.72,24.75,1523380558.8444207
2018-04-10_121608,23.70,24.69,1523380568.8444345
2018-04-10_121618,23.72,24.72,1523380578.8444486
2018-04-10_121628,23.72,24.73,1523380588.8444626
2018-04-10_121638,23.70,24.73,1523380598.8444765
2018-04-10_121648,23.72,24.71,1523380608.8444905
2018-04-10_121658,23.70,24.70,1523380618.8445046
2018-04-10_121708,23.69,24.70,1523380628.8445184
2018-04-10_121718,23.70,24.68,1523380638.8445325
2018-04-10_121728,23.69,24.70,1523380648.8445466
2018-04-10_121738,23.70,24.71,1523380658.8445604
2018-04-10_121748,23.72,24.69,1523380668.8445745
2018-04-10_121758,23.70,24.69,1523380678.8445885
2018-04-10_121808,23.69,24.61,1523380688.8446026
2018-04-10_121818,23.70,24.66,1523380698.8446164
2018-04-10_121828,23.69,24.65,1523380708.8446305
2018-04-10_121838,23.72,24.58,1523380718.8446445
2018-04-10_121848,23.69,24.61,1523380728.8446584
2018-04-10_121858,23.70,24.61,1523380738.8446724
2018-04-10_121908,23.70,24.60,1523380748.8446865
2018-04-10_121918,23.72,24.61,1523380758.8447003
2018-04-10_121928,23.72,24.58,1523380768.8447144
2018-04-10_121938,23.73,24.57,1523380778.8447285
2018-04-10_121948,23.70,24.58,1523380788.8447423
2018-04-10_121958,23.69,24.58,1523380798.8447564
2018-04-10_122008,23.69,24.55,1523380808.8447707
2018-04-10_122018,23.70,24.53,1523380818.8447845
2018-04-10_122028,23.69,24.55,1523380828.8447986
2018-04-10_122038,23.70,24.55,1523380838.8448126
2018-04-10_122048,23.72,24.57,1523380848.8448267
2018-04-10_122058,23.69,24.53,1523380858.8448405
2018-04-10_122108,23.70,24.54,1523380868.8448546
2018-04-10_122118,23.69,24.55,1523380878.8448687
2018-04-10_122128,23.69,24.50,1523380888.8448825
2018-04-10_122138,23.72,24.52,1523380898.8448966
2018-04-10_122148,23.72,24.47,1523380908.8449106
2018-04-10_122158,23.70,24.48,1523380918.8449244
2018-04-10_122208,23.70,24.51,1523380928.8449385
2018-04-10_122218,23.69,24.44,1523380938.8449526
2018-04-10_122228,23.70,24.45,1523380948.8449664
2018-04-10_122238,23.70,24.44,1523380958.8449805
2018-04-10_122248,23.69,24.43,1523380968.8449945
2018-04-10_122258,23.70,24.47,1523380978.8450084
2018-04-10_122308,23.70,24.43,1523380988.8450224
2018-04-10_122318,23.70,24.40,1523380998.8450365
2018-04-10_122328,23.70,24.39,1523381008.8450506
2018-04-10_122338,23.67,24.40,1523381018.8450644
2018-04-10_122348,23.72,24.40,1523381028.8450785
2018-04-10_122358,23.70,24.36,1523381038.8450925
2018-04-10_122408,23.67,24.36,1523381048.8451064
2018-04-10_122418,23.70,24.38,1523381058.8451204
2018-04-10_122428,23.69,24.39,1523381068.8451345
2018-04-10_122438,23.69,24.36,1523381078.8451483
2018-04-10_122448,23.69,24.36,1523381088.8451624
2018-04-10_122458,23.70,24.37,1523381098.8451765
2018-04-10_122508,23.69,24.34,1523381108.8451903
2018-04-10_122518,23.67,24.32,1523381118.8452046
2018-04-10_122528,23.70,24.32,1523381128.8452187
2018-04-10_122538,23.69,24.35,1523381138.8452325
2018-04-10_122548,23.70,24.36,1523381148.8452466
2018-04-10_122558,23.70,24.35,1523381158.8452606
2018-04-10_122608,23.70,24.32,1523381168.8452747
2018-04-10_122618,23.70,24.30,1523381178.8452885
2018-04-10_122628,23.66,24.29,1523381188.8453026
2018-04-10_122638,23.72,24.30,1523381198.8453166
2018-04-10_122648,23.69,24.29,1523381208.8453305
2018-04-10_122658,23.70,24.25,1523381218.8453445
2018-04-10_122708,23.69,24.21,1523381228.8453586
2018-04-10_122718,23.69,24.25,1523381238.8453724
2018-04-10_122728,23.67,24.25,1523381248.8453865
2018-04-10_122738,23.69,24.17,1523381258.8454006
2018-04-10_122748,23.69,24.23,1523381268.8454144
2018-04-10_122758,23.67,24.21,1523381278.8454285
2018-04-10_122808,23.70,24.21,1523381288.8454425
2018-04-10_122818,23.69,24.18,1523381298.8454564
2018-04-10_122828,23.67,24.18,1523381308.8454704
2018-04-10_122838,23.67,24.17,1523381318.8454845
2018-04-10_122848,23.67,24.18,1523381328.8454986
2018-04-10_122858,23.69,24.18,1523381338.8455124
2018-04-10_122908,23.70,24.13,1523381348.8455265
2018-04-10_122918,23.67,24.17,1523381358.8455405
2018-04-10_122928,23.67,24.15,1523381368.8455544
2018-04-10_122938,23.69,24.15,1523381378.8455684
